date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:24:31	2035/2035	---M--	200	added ('OK')	image/jpeg	etag:%2212410a0-7f3-47ded1d1%22	http://www.rmpt.com/images/contactus_over.jpg	C:/My%20Web%20Sites/Rehab/images/contactus_over.jpg	(from http://www.rmpt.com/)
16:24:31	2381/2381	---M--	200	added ('OK')	image/jpeg	etag:%2212410c7-94d-47ded201%22	http://www.rmpt.com/images/testimonials_over.jpg	C:/My%20Web%20Sites/Rehab/images/testimonials_over.jpg	(from http://www.rmpt.com/)
16:24:31	2010/2010	---M--	200	added ('OK')	image/jpeg	etag:%2212410b3-7da-47ded1ee%22	http://www.rmpt.com/images/medlib_over.jpg	C:/My%20Web%20Sites/Rehab/images/medlib_over.jpg	(from http://www.rmpt.com/)
16:24:32	1251/1251	---M--	200	added ('OK')	image/jpeg	etag:%2212410b9-4e3-47ded1f4%22	http://www.rmpt.com/images/patientForms_over.jpg	C:/My%20Web%20Sites/Rehab/images/patientForms_over.jpg	(from http://www.rmpt.com/)
16:24:32	1915/1915	---M--	200	added ('OK')	image/jpeg	etag:%2212410b1-77b-47ded1eb%22	http://www.rmpt.com/images/links_over.jpg	C:/My%20Web%20Sites/Rehab/images/links_over.jpg	(from http://www.rmpt.com/)
16:24:32	1224/1224	---M--	200	added ('OK')	image/jpeg	etag:%2212410a7-4c8-47ded1dd%22	http://www.rmpt.com/images/faq_over.jpg	C:/My%20Web%20Sites/Rehab/images/faq_over.jpg	(from http://www.rmpt.com/)
16:24:32	437/437	---M--	200	added ('OK')	image/gif	etag:%2212410af-1b5-47b4b163%22	http://www.rmpt.com/images/left1.gif	C:/My%20Web%20Sites/Rehab/images/left1.gif	(from http://www.rmpt.com/)
16:24:32	358/358	---M--	200	added ('OK')	image/jpeg	etag:%2212410c4-166-47ded1f9%22	http://www.rmpt.com/images/tableBG.jpg	C:/My%20Web%20Sites/Rehab/images/tableBG.jpg	(from http://www.rmpt.com/)
16:24:33	32997/32997	---M--	200	added ('OK')	image/jpeg	etag:%2212410aa-80e5-47ed7ee8%22	http://www.rmpt.com/images/headerIMG.jpg	C:/My%20Web%20Sites/Rehab/images/headerIMG.jpg	(from http://www.rmpt.com/)
16:24:34	14779/14779	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:32%20GMT	http://www.rmpt.com/home	C:/My%20Web%20Sites/Rehab/home.html	(from http://www.rmpt.com/)
16:24:35	14846/14846	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:33%20GMT	http://www.rmpt.com/location	C:/My%20Web%20Sites/Rehab/location.html	(from http://www.rmpt.com/)
16:24:35	1492/1492	---M--	200	added ('OK')	image/jpeg	etag:%2212410ac-5d4-47ded1e2%22	http://www.rmpt.com/images/home.jpg	C:/My%20Web%20Sites/Rehab/images/home.jpg	(from http://www.rmpt.com/)
16:24:35	13358/13358	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:34%20GMT	http://www.rmpt.com/services	C:/My%20Web%20Sites/Rehab/services.html	(from http://www.rmpt.com/)
16:24:36	1383/1383	---M--	200	added ('OK')	image/jpeg	etag:%2212410be-567-47ded1f6%22	http://www.rmpt.com/images/services.jpg	C:/My%20Web%20Sites/Rehab/images/services.jpg	(from http://www.rmpt.com/)
16:24:36	1368/1368	---M--	200	added ('OK')	image/jpeg	etag:%2212410ae-558-47ded1e6%22	http://www.rmpt.com/images/insurance.jpg	C:/My%20Web%20Sites/Rehab/images/insurance.jpg	(from http://www.rmpt.com/)
16:24:36	16372/16372	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:35%20GMT	http://www.rmpt.com/insurance	C:/My%20Web%20Sites/Rehab/insurance.html	(from http://www.rmpt.com/)
16:24:37	9638/9638	---M--	200	added ('OK')	image/jpeg	etag:%2212410a6-25a6-5b3bba71%22	http://www.rmpt.com/images/elocation.jpg	C:/My%20Web%20Sites/Rehab/images/elocation.jpg	(from http://www.rmpt.com/)
16:24:37	16071/16071	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:36%20GMT	http://www.rmpt.com/testimonials	C:/My%20Web%20Sites/Rehab/testimonials.html	(from http://www.rmpt.com/)
16:24:38	1693/1693	---M--	200	added ('OK')	image/jpeg	etag:%2212410a1-69d-47ded1d0%22	http://www.rmpt.com/images/contactus.jpg	C:/My%20Web%20Sites/Rehab/images/contactus.jpg	(from http://www.rmpt.com/)
16:24:38	1975/1975	---M--	200	added ('OK')	image/jpeg	etag:%2212410c8-7b7-47ded200%22	http://www.rmpt.com/images/testimonials.jpg	C:/My%20Web%20Sites/Rehab/images/testimonials.jpg	(from http://www.rmpt.com/)
16:24:38	18197/18197	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:36%20GMT	http://www.rmpt.com/library	C:/My%20Web%20Sites/Rehab/library.html	(from http://www.rmpt.com/)
16:24:38	13853/13853	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:37%20GMT	http://www.rmpt.com/paperwork	C:/My%20Web%20Sites/Rehab/paperwork.html	(from http://www.rmpt.com/)
16:24:38	1713/1713	---M--	200	added ('OK')	image/jpeg	etag:%2212410b4-6b1-47ded1ec%22	http://www.rmpt.com/images/medlib.jpg	C:/My%20Web%20Sites/Rehab/images/medlib.jpg	(from http://www.rmpt.com/)
16:24:41	1084/1084	---M--	200	added ('OK')	image/jpeg	etag:%2212410ba-43c-47ded1f3%22	http://www.rmpt.com/images/patientForms.jpg	C:/My%20Web%20Sites/Rehab/images/patientForms.jpg	(from http://www.rmpt.com/)
16:24:41	1690/1690	---M--	200	added ('OK')	image/jpeg	etag:%2212410b2-69a-47ded1e9%22	http://www.rmpt.com/images/links.jpg	C:/My%20Web%20Sites/Rehab/images/links.jpg	(from http://www.rmpt.com/)
16:24:41	12738/12738	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:38%20GMT	http://www.rmpt.com/contactus	C:/My%20Web%20Sites/Rehab/contactus.html	(from http://www.rmpt.com/)
16:24:41	48091/48091	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:38%20GMT	http://www.rmpt.com/faq	C:/My%20Web%20Sites/Rehab/faq.html	(from http://www.rmpt.com/)
16:24:42	13845/13845	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:40%20GMT	http://www.rmpt.com/links	C:/My%20Web%20Sites/Rehab/links.html	(from http://www.rmpt.com/)
16:24:42	1160/1160	---M--	200	added ('OK')	image/jpeg	etag:%2212410a8-488-47ded1db%22	http://www.rmpt.com/images/faq.jpg	C:/My%20Web%20Sites/Rehab/images/faq.jpg	(from http://www.rmpt.com/)
16:24:42	573/573	---M--	200	added ('OK')	image/jpeg	etag:%2212410b6-23d-47ded1f0%22	http://www.rmpt.com/images/menuBottom.jpg	C:/My%20Web%20Sites/Rehab/images/menuBottom.jpg	(from http://www.rmpt.com/)
16:24:42	5922/5922	---M--	200	added ('OK')	image/jpeg	etag:%22124000d-1722-5b3bce78%22	http://rmpt.com/images/careers-edit.jpg	C:/My%20Web%20Sites/Rehab/images/careers-edit.jpg	(from http://www.rmpt.com/)
16:24:42	7349/7349	---M--	200	added ('OK')	image/jpeg	etag:%2212410a3-1cb5-47ded1d4%22	http://www.rmpt.com/images/contentArea.jpg	C:/My%20Web%20Sites/Rehab/images/contentArea.jpg	(from http://www.rmpt.com/)
16:24:42	1266/1266	---M-Z	200	added ('OK')	text/javascript	etag:%223eb0b-4f2-4e1022f1608c0%22	http://www.ptclinic.com/site/jquery.li-scroller.1.0.js	C:/My%20Web%20Sites/Rehab/site/jquery.li-scroller.1.0.js	(from http://www.rmpt.com/)
16:24:43	270/270	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Aug%202018%2021:24:42%20GMT	http://www.rmpt.com/websites/514/website/photos/pt_jeanne2.gif	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/pt_jeanne2.gif	(from http://www.rmpt.com/)
16:24:43	7006/7006	---M--	200	added ('OK')	image/gif	etag:%222f61e9-1b5e-46e0c76f0d440%22	http://www.ptclinic.com/websites/514/website/photos/pt_jeanne2.gif	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/pt_jeanne2.gif	(from http://www.rmpt.com/)
16:24:43	215/215	---MC-	302	error ('Found')	text/html	date:Mon,%2013%20Aug%202018%2021:24:42%20GMT	http://www.rmpt.com/print/home	C:/My%20Web%20Sites/Rehab/print/home	(from http://www.rmpt.com/)
16:24:43	654/654	---M--	200	added ('OK')	image/gif	etag:%2212410bb-28e-47b4b6dc%22	http://www.rmpt.com/images/right1.gif	C:/My%20Web%20Sites/Rehab/images/right1.gif	(from http://www.rmpt.com/)
16:24:43	267/267	---M--	200	added ('OK')	image/gif	etag:%2212410b0-10b-47b4b164%22	http://www.rmpt.com/images/leftBottom.gif	C:/My%20Web%20Sites/Rehab/images/leftBottom.gif	(from http://www.rmpt.com/)
16:24:44	3127/3127	---M--	200	added ('OK')	image/jpeg	etag:%22124109a-c37-47b4b166%22	http://www.rmpt.com/images/bottom1.jpg	C:/My%20Web%20Sites/Rehab/images/bottom1.jpg	(from http://www.rmpt.com/)
16:24:44	269/269	---M--	200	added ('OK')	image/gif	etag:%2212410bc-10d-47b4b165%22	http://www.rmpt.com/images/rightBottom.gif	C:/My%20Web%20Sites/Rehab/images/rightBottom.gif	(from http://www.rmpt.com/)
16:24:44	330/330	---M--	200	added ('OK')	text/css	etag:%223a7800a-14a-47fce2d0%22	http://www.rmpt.com/seo_style.css	C:/My%20Web%20Sites/Rehab/seo_style.css	(from http://www.rmpt.com/)
16:24:44	14676/14676	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:44%20GMT	http://www.rmpt.com/sitemap	C:/My%20Web%20Sites/Rehab/sitemap.html	(from http://www.rmpt.com/)
16:24:45	14638/14638	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:44%20GMT	http://www.rmpt.com/physical-therapy-terrell	C:/My%20Web%20Sites/Rehab/physical-therapy-terrell.html	(from http://www.rmpt.com/)
16:24:46	14639/14639	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:44%20GMT	http://www.rmpt.com/physical-therapy-rockwall	C:/My%20Web%20Sites/Rehab/physical-therapy-rockwall.html	(from http://www.rmpt.com/)
16:24:46	14628/14628	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:44%20GMT	http://www.rmpt.com/physical-therapy-rowlett	C:/My%20Web%20Sites/Rehab/physical-therapy-rowlett.html	(from http://www.rmpt.com/)
16:24:46	14633/14633	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:45%20GMT	http://www.rmpt.com/physical-therapy-mesquite	C:/My%20Web%20Sites/Rehab/physical-therapy-mesquite.html	(from http://www.rmpt.com/)
16:24:48	14607/14607	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:46%20GMT	http://www.rmpt.com/physical-therapy-quinlan	C:/My%20Web%20Sites/Rehab/physical-therapy-quinlan.html	(from http://www.rmpt.com/)
16:24:48	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2013%20Aug%202018%2021:24:46%20GMT	http://static.getclicky.com/143736ns.gif	C:/My%20Web%20Sites/Rehab/143736ns.3f.delayed	(from http://www.rmpt.com/)
16:24:48	14660/14660	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:24:46%20GMT	http://www.rmpt.com/physical-therapy-forney-tx	C:/My%20Web%20Sites/Rehab/physical-therapy-forney-tx.html	(from http://www.rmpt.com/)
16:24:48	43/43	---M--	200	added ('OK')	image/gif	etag:%22570d8f2e-2b%22	http://static.getclicky.com/media/align.gif	C:/My%20Web%20Sites/Rehab/media/align.gif	(from http://www.rmpt.com/)
16:24:49	176/176	---M--	200	added ('OK')	image/gif	etag:%223edba-b0-4e1022f5311c0%22	http://www.ptclinic.com/site/plus.gif	C:/My%20Web%20Sites/Rehab/site/plus.gif	(from http://ptclinic.com/websites/514/website/style.css)
16:24:49	178/178	---M--	200	added ('OK')	image/gif	etag:%223edaf-b2-4e1022f43cf80%22	http://www.ptclinic.com/site/minus.gif	C:/My%20Web%20Sites/Rehab/site/minus.gif	(from http://ptclinic.com/websites/514/website/style.css)
16:24:49	215/215	---MC-	302	error ('Found')	text/html	date:Mon,%2013%20Aug%202018%2021:24:48%20GMT	http://www.rmpt.com/print/home	C:/My%20Web%20Sites/Rehab/print/home	(from http://www.rmpt.com/home)
16:24:49	277/277	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Aug%202018%2021:24:49%20GMT	http://www.rmpt.com/websites/514/website/photos/locations/garland.jpg	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/locations/garland.jpg	(from http://www.rmpt.com/location)
16:24:50	271/271	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Aug%202018%2021:24:49%20GMT	http://www.rmpt.com/websites/514/website/photos/kevin-craig.png	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/kevin-craig.png	(from http://www.rmpt.com/location)
16:24:51	270/270	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Aug%202018%2021:24:50%20GMT	http://www.rmpt.com/websites/514/website/photos/LindseyWay.gif	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/LindseyWay.gif	(from http://www.rmpt.com/location)
16:24:51	6134/6134	---M--	200	added ('OK')	image/png	etag:%222f61cb-17f6-5544dca5f2000%22	http://www.ptclinic.com/websites/514/website/photos/kevin-craig.png	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/kevin-craig.png	(from http://www.rmpt.com/location)
16:24:52	276/276	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Aug%202018%2021:24:51%20GMT	http://www.rmpt.com/websites/514/website/photos/RonaldSchoenrock.png	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/RonaldSchoenrock.png	(from http://www.rmpt.com/location)
16:24:52	271/271	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Aug%202018%2021:24:51%20GMT	http://www.rmpt.com/websites/514/website/photos/map_garland.jpg	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/map_garland.jpg	(from http://www.rmpt.com/location)
16:24:54	20837/20837	---M--	200	added ('OK')	image/gif	etag:%222f61a1-5165-5044e582f2c40%22	http://www.ptclinic.com/websites/514/website/photos/LindseyWay.gif	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/LindseyWay.gif	(from http://www.rmpt.com/location)
16:24:55	218/218	---MC-	302	error ('Found')	text/html	date:Mon,%2013%20Aug%202018%2021:24:54%20GMT	http://www.rmpt.com/print/garland	C:/My%20Web%20Sites/Rehab/print/garland.4e.delayed	(from http://www.rmpt.com/location)
16:24:55	219/219	---MC-	302	error ('Found')	text/html	date:Mon,%2013%20Aug%202018%2021:24:55%20GMT	http://www.rmpt.com/print/location	C:/My%20Web%20Sites/Rehab/print/location	(from http://www.rmpt.com/location)
16:24:56	19384/19384	---M--	200	added ('OK')	image/jpeg	etag:%222f61d4-4bb8-534cf8099f000%22	http://www.ptclinic.com/websites/514/website/photos/map_garland.jpg	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/map_garland.jpg	(from http://www.rmpt.com/location)
16:24:56	19790/19790	---M--	200	added ('OK')	image/png	etag:%222f61a6-4d4e-537eb66514e40%22	http://www.ptclinic.com/websites/514/website/photos/RonaldSchoenrock.png	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/RonaldSchoenrock.png	(from http://www.rmpt.com/location)
16:24:56	268/268	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Aug%202018%2021:24:55%20GMT	http://www.rmpt.com/websites/514/website/photos/machine1.jpg	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/machine1.50.delayed	(from http://www.rmpt.com/services)
16:24:56	219/219	---MC-	302	error ('Found')	text/html	date:Mon,%2013%20Aug%202018%2021:24:55%20GMT	http://www.rmpt.com/print/services	C:/My%20Web%20Sites/Rehab/print/services	(from http://www.rmpt.com/services)
16:24:57	220/220	---MC-	302	error ('Found')	text/html	date:Mon,%2013%20Aug%202018%2021:24:56%20GMT	http://www.rmpt.com/print/insurance	C:/My%20Web%20Sites/Rehab/print/insurance	(from http://www.rmpt.com/insurance)
16:24:57	223/223	---MC-	302	error ('Found')	text/html	date:Mon,%2013%20Aug%202018%2021:24:57%20GMT	http://www.rmpt.com/print/testimonials	C:/My%20Web%20Sites/Rehab/print/testimonials	(from http://www.rmpt.com/testimonials)
16:24:57	13935/13935	---M--	200	added ('OK')	image/jpeg	etag:%222f61d0-366f-46e0c737bd1c0%22	http://www.ptclinic.com/websites/514/website/photos/machine1.jpg	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/machine1.jpg	(from http://www.rmpt.com/services)
16:24:58	4433/4433	---M-Z	200	added ('OK')	text/javascript	etag:%223ea5f-1151-4e1022ed8ffc0%22	http://www.ptclinic.com/site/jload.js	C:/My%20Web%20Sites/Rehab/site/jload.js	(from http://www.rmpt.com/library)
16:24:58	4111/4111	---M-Z	200	added ('OK')	text/css	etag:%223eddc-100f-4e1022f719640%22	http://www.ptclinic.com/site/ui.tabs.css	C:/My%20Web%20Sites/Rehab/site/ui.tabs.css	(from http://www.rmpt.com/library)
16:24:59	2206/2206	---M-Z	200	added ('OK')	text/javascript	etag:%2236758-89e-52fd8609e9400%22	http://www.ptclinic.com/medlibrary/medlibraryNew_front2a.js	C:/My%20Web%20Sites/Rehab/medlibrary/medlibraryNew_front2a.js	(from http://www.rmpt.com/library)
16:24:59	22911/22911	---M-Z	200	added ('OK')	text/javascript	etag:%223eddd-597f-4e1022f80d880%22	http://www.ptclinic.com/site/ui.tabs.js	C:/My%20Web%20Sites/Rehab/site/ui.tabs.js	(from http://www.rmpt.com/library)
16:24:59	707/707	---M-Z	200	added ('OK')	text/javascript	etag:%223676e-2c3-4e0a5c5498cc0%22	http://www.ptclinic.com/medlibrary/new_front.js	C:/My%20Web%20Sites/Rehab/medlibrary/new_front.js	(from http://www.rmpt.com/library)
16:25:00	1528/1528	---M--	200	added ('OK')	image/gif	etag:%22363ac-5f8-4e0a5c2025100%22	http://www.ptclinic.com/medlibrary/bodyNew/full_back.gif	C:/My%20Web%20Sites/Rehab/medlibrary/bodyNew/full_back.gif	(from http://www.rmpt.com/library)
16:25:00	43/43	---M--	200	added ('OK')	image/gif	etag:%22369d7-2b-4e0a5c816b680%22	http://ptclinic.com/medlibrary/spacer.gif	C:/My%20Web%20Sites/Rehab/medlibrary/spacer.gif	(from http://www.rmpt.com/library)
16:25:01	6264/6264	---M--	200	added ('OK')	image/gif	etag:%22363be-1878-4e0a5c2025100%22	http://ptclinic.com/medlibrary/bodyNew/left.gif	C:/My%20Web%20Sites/Rehab/medlibrary/bodyNew/left.gif	(from http://www.rmpt.com/library)
16:25:02	1123/1123	---M--	200	added ('OK')	image/gif	etag:%22363da-463-4e0a5c220d580%22	http://ptclinic.com/medlibrary/bodyNew/top_text.gif	C:/My%20Web%20Sites/Rehab/medlibrary/bodyNew/top_text.gif	(from http://www.rmpt.com/library)
16:25:02	19168/19168	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:25:00%20GMT	http://www.rmpt.com/library_systemic	C:/My%20Web%20Sites/Rehab/library_systemic.html	(from http://www.rmpt.com/library)
16:25:04	18744/18744	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:25:01%20GMT	http://www.rmpt.com/library_health	C:/My%20Web%20Sites/Rehab/library_health.html	(from http://www.rmpt.com/library)
16:25:06	18924/18924	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:25:02%20GMT	http://www.rmpt.com/library_exercise&article=62	C:/My%20Web%20Sites/Rehab/library_exercise&article=62.html	(from http://www.rmpt.com/library)
16:25:08	18785/18785	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:25:04%20GMT	http://www.rmpt.com/library_md	C:/My%20Web%20Sites/Rehab/library_md.html	(from http://www.rmpt.com/library)
16:25:09	86024/86024	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2021:25:01%20GMT	http://www.rmpt.com/library_treatments	C:/My%20Web%20Sites/Rehab/library_treatments.html	(from http://www.rmpt.com/library)
16:25:12	309989/309989	---M--	200	added ('OK')	image/jpeg	etag:%222f620b-4bae5-52a6acf843000%22	http://www.ptclinic.com/websites/514/website/photos/locations/garland.jpg	C:/My%20Web%20Sites/Rehab/websites/514/website/photos/locations/garland.jpg	(from http://www.rmpt.com/location)
